Production Year #,Production Month #,Symbol,ML Sec #,CUSIP,Trader
2011,1,MLPCC,08ZA0,06052R625,Hippo Agkpo
2011,1,NA,,313372GR9,
2011,1,MLPCJ,08ZA2,06052R658,Hippo Agkpo
2011,2,MLPCL,08ZA7,06052R781,Hippo Agkpo
2011,3,MLRATE54,HIFR1,06048WFN5,
2011,5,MLRATE56,HIH49,06048WGD6,
2011,6,MLRATE57,HIJP2,06048WGJ3,
2011,6,AGENCY11,HAXD5,3133746F2,
2011,7,MLRATE59,HIKJ5,06048WGT1,
2011,11,MLPFQ,08ZF7,06051P166 ,Simon Torjmane
2011,12,MLPFR,08X05,06051P216,Simon Torjmane
2012,1,MLRAB,HIPC1,06048WJZ4,Pat Anderson 
2012,1,MLPHD,08ZG1,06051P414,Simon Torjmane
2012,6,MLPGL,08ZI2,06051R436,Hippolyte Agkpo
2012,7,MLPGG,08ZI7,06051R675,Hippolyte Agkpo
2012,8,MLPGW,08ZJ0,06053D211,Hippolyte Agkpo
2012,9,MLPJG,08ZJ4,06053D419,Hippolyte Agkpo
2012,11,MLRAO,HHXL9,06048WNH9,Patrick Anderson 
2012,12,MLRAP,HH2J0,06048WNK2,
2012,12,MLRAQ,HH392,40432X5F4,Patrick Anderson 
2013,6,MLRAU,HH6Y1,06048WNX4,Pat Anderson 
2014,7,MLZHJ,67IP8,40434C188,Vicente Gil Mateo-Sasieta / Ben Barr
2014,7,MLZHK,30QS2,40434A703,Shantanu Khare / Hippolyte Agkpo
2014,8,MLZID,67IS3,40434A802,Vicente Gil Mateo-Sasieta / Ben Barr
2014,8,MLZIA,21BJ7 ,06053M427,Andy Kirou / Nate Boroff
2014,9,MLZIN,250W0,06053M518,Andy Kirou / Ross Mtangi
2014,9,MLZIQ,67IU6,38147J102,Vicente Gil Mateo-Sasieta / Ben Barr
2014,10,MLZJB,67IW0,38147J201,Shao Tyng Foo / Mickael Slomka
2014,10,MLZJC,28A47,06053M534,Andy Kirou / Ross Mtangi
2014,11,MLZJG,08ZN1,06053M674,Andy Kirou / Ross Mtangi
2014,12,MLCDY,00BT8,38148J101,Youssef Boujemaoui / Thomas Eshaghi
2014,12,MLZJV,08ZN2,22545F136,Andy Kirou / Ross Mtangi
2015,1,MLZJX,00CF8,06053U106,Andy Kirou / Ross Mtangi
2015,1,MLCHH,00CI9 ,38148J309,Youssef Boujemaoui / Thomas Eshaghi
2015,2,MLCHJ,08ZN6,40434A885,Simon Torjmane / Hippolyte Agkpo
2015,2,MLZKR,08ZN4,22539T431,Andy Kirou / John Taylor Garner
2015,2,MLOMR,08ZN5,06053M864,Andy Kirou / John Taylor Garner
2015,3,MLCHL,00DV7,40434A877,Simon Torjmane / Hippolyte Agkpo
2015,3,MLZLA,00DK8,06053W169,Andy Kirou / John Taylor Garner
2015,4,MLBCQ,08ZN8,40434G775,Shao Tyng Foo / Mickael Slomka
2015,5,MLCHM,30RN4,38148J408,Youssef Boujemaoui / Thomas Eshaghi
2015,5,MLBDA,08ZN9,06053W359,Andy Kirou / John Taylor Garner
2015,6,MLZNJ,08ZO0,06053W458,Andy Kirou / John Taylor Garner
2015,7,MLCHN,67AK1,38148J507,Shao Tyng Foo / Mickael Slomka
2015,7,MLZOC,67AD1 ,25156D522,Shantanu Khare / Hippolyte Agkpo
2015,8,MLONR,08MN4,25190J386,Shantanu Khare / Hippolyte Agkpo
2015,8,MLONT,67IX1,25156D431,Shantanu Khare / Hippolyte Agkpo
2015,8,MLONS,67D83,25156D449,Shantanu Khare / Hippolyte Agkpo
2015,8,MLTOU,08ZO3,06053W649,Andy Kirou / John Taylor Garner
2015,8,MLZOP,67G90,25156D464,Shantanu Khare / Hippolyte Agkpo
2015,8,MLZOT,08ZO2,06053W631,Andy Kirou / John Taylor Garner
2015,8,MLCHO,39GX9,40434A869,Shao Tyng Foo
2015,8,MLZOR,08ZO1,06053W623,Andy Kirou / John Taylor Garner
2015,9,MLZPI,08ZO4,06053W730,Shao Tyng Foo
2015,9,MLTRM,250M1,25190J345,Andy Kirou / John Taylor Garner
2015,10,MLTRN,250O0,25156D423,Andy Kirou / John Taylor Garner
2015,10,MLZPV,250P0,06053W888,Andy Kirou / John Taylor Garner
2015,10,MLONW,67I20,25190J311,Shantanu Khare / Hippolyte Agkpo
2015,10,MLONX,67I21,25156D415,Mickael Slomka
2015,10,MLCHR,67IZ7,40434A851,Youssef Boujemaoui / Thomas Eshaghi
2015,10,MLTRV,250P2,06053Y108,Andy Kirou / John Taylor Garner
2015,11,MLTSF,08MF1,06053Y215,Andy Kirou / John Taylor Garner
2015,11,MLCHS,67I29,40434A844,Youssef Boujemaoui / Thomas Eshaghi
2015,12,MLTTF,08RA5,136069291,Andy Kirou / John Taylor Garner
2015,12,MLZQQ,08ZO6,40434K354,Andy Kirou / John Taylor Garner
2016,1,MLOOE,13C33,40434E168,Shantanu Khare / Hippolyte Agkpo
2016,1,MLZRL,08ZO7,40434E 267,Andy Kirou / John Taylor Garner
2016,1,MLZRS,67I56 ,40434E 234,Shantanu Khare / Hippolyte Agkpo
2016,1,MLZRT,08RD6,13606M201,Philippe Trouve / Tyler Foote
2016,2,MLZSA,08ZO8,40434E 131,Andy Kirou / John Taylor Garner
2016,2,MLOOH,08ZO9,40434N820,Simon Torjmane / Alex Micalizzi
2016,2,MLZSE,08RH2,40434N861,Shantanu Khare / Hippolyte Agkpo
2016,2,MLZRZ,28AF0,40434N853,Shantanu Khare / Hippolyte Agkpo
2016,2,MLOOL,67I99,40434N580,Shantanu Khare / Hippolyte Agkpo
2016,3,MLZST,67I98,22547V600,Shantanu Khare / Hippolyte Agkpo
2016,3,MLZSS,08ZP0,40434N663,Andy Kirou / John Taylor Garner
2016,4,MLCHU,28AH4 ,40431U108,Andy Kirou / John Taylor Garner
2016,4,MLZTC,67F65,22549H104,Shantanu Khare / Hippolyte Agkpo
2016,5,MLOOV,669O3,40434N119,Shantanu Khare / Hippolyte Agkpo
2016,5,MLZTG,08ZP1,40434N283,Andy Kirou / John Taylor Garner
2016,5,MLZTK,67G25,40434N259,Shantanu Khare / Hippolyte Agkpo
2016,7,MLZUN,67FT8,40434V814,Shantanu Khare / Hippolyte Agkpo
2016,7,MLTYB,28AS3 ,13607R761,Andy Kirou / John Taylor Garner
2016,7,MLZUZ,67GT6,064160 732,Shantanu Khare / Hippolyte Agkpo
2016,7,MLZUI,08ZP2,40434V780,Andy Kirou / John Taylor Garner
2016,7,MLZUX,67ED4,64160757,Shantanu Khare / Hippolyte Agkpo
2016,7,MLOOY,67HB6,40434V442,Shantanu Khare / Hippolyte Agkpo
2016,8,MLOPB,08ZP4,40435B106,Simon Torjmane / Alex Micalizzi
2016,8,MLZVL,67JE3,40434V145,Shantanu Khare / Hippolyte Agkpo
2016,8,MLZVK,67JC5,40434V277,Shantanu Khare / Hippolyte Agkpo
2016,8,MLTZB,67JC0,40434V319,Andy Kirou / John Taylor Garner
2016,8,MLZVO,28AT6,40434V244,Philippe Trouve / Tyler Foote
2016,8,MLZVE,08ZP3,40434V293,Andy Kirou / John Taylor Garner
2016,8,MLZVH,68EM4,22547V741,Shantanu Khare / Hippolyte Agkpo
2016,9,MLOPE,67JG9,40435B858,Shantanu Khare / Hippolyte Agkpo
2016,9,MLOPF,68EP5,40435B841,Shantanu Khare / Hippolyte Agkpo
2016,9,MLZVY,68EP6,64160641,Shantanu Khare / Hippolyte Agkpo
2016,9,MLZVX,68EN6,64160666,Shantanu Khare / Hippolyte Agkpo
2016,9,MLZVU,08ZP5,40435B304,Andy Kirou / John Taylor Garner
2016,9,MLZWC,67JH4,64160658,Shantanu Khare / Hippolyte Agkpo
2016,9,MLZWB,67JF1,64160682,Shantanu Khare / Hippolyte Agkpo
2016,9,MLOPC,08ZP6,40435B 783,Simon Torjmane / Alex Micalizzi
2016,9,MLTBE,67JH7,40435B734,Andy Kirou / John Taylor Garner
2016,9,MLTZZ,28AU9,40435B700,Andy Kirou / John Taylor Garner
2016,9,MLOPH,67JH3,40435B759,Shantanu Khare / Hippolyte Agkpo
2016,10,MLZWN,68ER9 ,64160591,Shantanu Khare / Hippolyte Agkpo
2016,10,MLZWQ,67JJ0,40435B635,Shantanu Khare / Hippolyte Agkpo
2016,10,MLTBW,28AW5,13607R621,Andy Kirou / Charles Wright
2016,10,MLZWM,68ES4,40435B544,Shantanu Khare / Hippolyte Agkpo
2016,11,MLZXA,67JM0,40435B338,Shantanu Khare / Hippolyte Agkpo
2016,11,MLOPO,67JM9,40435B296,Shantanu Khare / Hippolyte Agkpo
2016,11,MLTCM,67JL0,40435B429,Andy Kirou / Charles Wright
2016,11,MLZWZ,68ES1,40435B437,Shantanu Khare / Hippolyte Agkpo
2016,11,MLZWX,67JL2,40435B411,Philippe Trouve / Tyler Foote
2016,12,MLZXI,08ZP8,40435B247,Andy Kirou / Charles Wright
2016,12,MLZXP,67JN7,06745R651,Shantanu Khare / Hippolyte Agkpo
2016,12,MLZXL,68EU7,22547V584,Shantanu Khare / Hippolyte Agkpo
2016,12,MLTDQ,67JO3,40435B239,Andy Kirou / Charles Wright
2016,12,MLOPV,67JQ3,40435C708,Pierre-Alexandre Des Mazis
2016,12,MLZXM,68EW1,22547V535,Shantanu Khare / Hippolyte Agkpo
2016,12,MLZXQ,67JP5,06745R495,Shantanu Khare / Hippolyte Agkpo
2017,1,MLZYC,67JR3,40435C849,Shantanu Khare / Hippolyte Agkpo
2017,1,MLZXZ,68EX4,06745R412,Shantanu Khare / Hippolyte Agkpo
2017,1,MLTFA,67JQ2,64160526,Andy Kirou / Charles Wright
2017,1,MLOPZ,67JS4,25156D175,Youssef Boujemaoui / Thomas Eshaghi
2017,2,MLZYS,67JU5,40435C187,Philippe Trouve / Tyler Foote
2017,2,MLZYP,67JU2,40435C336,Shantanu Khare / Hippolyte Agkpo
2017,2,MLTGD,21AV6,40435C385,Andy Kirou / Charles Wright
2017,2,MLTFV,21AV7,97096267,Andy Kirou / Charles Wright
2017,2,MLZYN,68EZ1,40435C393,Shantanu Khare / Hippolyte Agkpo
2017,3,MLZZD,67JX9,40435D706,Shantanu Khare / Hippolyte Agkpo
2017,3,MLZZC,67JV3 ,40435H806,Shantanu Khare / Hippolyte Agkpo
2017,3,MLZZF,67JW0,06745T582,Philippe Trouve / Tyler Foote
2017,3,MLTHF,21AW0,40435H814,Andy Kirou / Charles Wright
2017,3,MLZYY,6.8E+19,06745T566,Shantanu Khare / Hippolyte Agkpo
2017,3,MLZYZ,6.8E+47,06745T145,Shantanu Khare / Hippolyte Agkpo
2017,4,MLZZU,67J00,40435D821,Philippe Trouve / Tyler Foote
2017,4,MLZZO,6.8E+69,64160310,Shantanu Khare / Hippolyte Agkpo
2017,4,MLZZQ,67JZ2,64160344,Shantanu Khare / Hippolyte Agkpo
2017,4,MLTHU,21AZ6 ,97096390,Andy Kirou / Charles Wright
2017,5,MLTKM,21A29 ,97096515,Andy Kirou / Charles Wright
2017,5,MLUAG,669N8,06746K507,Shantanu Khare / Hippolyte Agkpo
2017,5,MLUAF,67HF4,06746J377,Shantanu Khare / Hippolyte Agkpo
2017,5,MLUAO,67HI1,25156D159,Mickael Slomka
2017,5,MLUAC,67CZ4,40435D573,Shantanu Khare / Hippolyte Agkpo
2017,5,MLUAB,661W8,40435D680,Shantanu Khare / Hippolyte Agkpo
2017,5,MLTJT,28AV8,40435D698,Andy Kirou / Charles Wright
2017,5,MLZZY,67HF8,40435D656,Philippe Trouve / Tyler Foote
2017,5,MLUAQ,67HM1,22547V238,Philippe Trouve / Tyler Foote
2017,6,MLTKO ,67HB5  ,97096549,Pierre-Alexandre Des Mazis
2017,6,MLTKN,67HX8,64160229,Youssef Boujemaoui / Thomas Eshaghi
2017,6,MLUAS,67HV1,40435D458,Philippe Trouve / Tyler Foote
2017,6,MLUAW,661M3,40435D268,Shantanu Khare / Hippolyte Agkpo
2017,6,MLUAV,67DQ9  ,40435D474,Shantanu Khare / Hippolyte Agkpo
2017,6,MLTKK,28AX7,40435D466,Andy Kirou / Charles Wright
2017,6,MLUBC,67GQ3,06746K465,Shantanu Khare / Hippolyte Agkpo
2017,6,MLUBA,67HT6,06746K739,Shantanu Khare / Hippolyte Agkpo
2017,6,MLUBI,67HY5,40435D441,Mickael Slomka
2017,7,MLTLG,67J10 ,064160 120,Pierre-Alexandre Des Mazis
2017,7,MLUBY,379W8,97096663,Shantanu Khare / Hippolyte Agkpo
2017,7,MLTLI,069P2,25156D142,Stephen Comey / Jeremy Crow
2017,7,MLUBP,67HZ8,64160161,Philippe Trouve / Tyler Foote
2017,7,MLUBT,67H20,064160 153,Shantanu Khare / Hippolyte Agkpo
2017,7,MLUBW,67HZ1,64160179,Mickael Slomka
2017,7,MLOQP,669N3,06746L877,Mickael Slomka
2017,7,MLUBR,67C15,64160146,Shantanu Khare / Hippolyte Agkpo
2017,7,MLTLC,21AL8,97096622,Andy Kirou / Charles Wright
2017,8,MLUCF,669W0,06746L653,Shantanu Khare / Hippolyte Agkpo
2017,8,MLOQR,669Y6,06746L430,Mickael Slomka
2017,8,MLTLZ,38UW8,94988U615,Pierre-Alexandre Des Mazis
2017,8,MLUCI,669S3,40435G857,Mickael Slomka
2017,8,MLTLU,250N5,97096671,Andy Kirou / Charles Wright
2017,8,MLOQS,67AB2,40435G584,Mickael Slomka
2017,8,MLUCD,67C72,40435G840,Shantanu Khare / Hippolyte Agkpo
2017,8,MLUCN,67E41,40435G675,Shantanu Khare / Hippolyte Agkpo
2017,8,MLUCL,08ZP9,40435G725,Andy Kirou / Charles Wright
2017,9,MLVAS,250S8,97096788,Andy Kirou / Charles Wright
2017,9,MLUDH,669U9,40435G568,Mickael Slomka
2017,9,MLVAB,250P7,94988U599,Andy Kirou / Charles Wright
2017,9,MLUDJ,67AT8,40435G238,Mickael Slomka
2017,9,MLUDB,67FD0,06746M859,Shantanu Khare / Hippolyte Agkpo
2017,9,MLUCY,67AP6,06746L216,Shantanu Khare / Hippolyte Agkpo
2017,9,MLOQU,73LL9,40435G444,Simon Torjmane / Wen Xuan Lim
2017,9,MLOQV,67AX4,40435G147,Mickael Slomka
2017,9,MLOQT,38DD5,40435G428,Simon Torjmane / Wen Xuan Lim
2017,9,MLUCU,67D54,06746L265,Shantanu Khare / Hippolyte Agkpo
2017,9,MLUCV,67FA3,06746L190,Shantanu Khare / Hippolyte Agkpo
2017,10,MLVBG,08MR6,97097109,Pierre-Alexandre Des Mazis
2017,10,MLVBC,250T7,64161706,Andy Kirou / Charles Wright
2017,10,MLUDW,67H32,64161821,Shantanu Khare / Hippolyte Agkpo
2017,10,MLUDV,67A27,64161854,Shantanu Khare / Hippolyte Agkpo
2017,10,MLUEA,67H46,64161797,Mickael Slomka
2017,10,MLUDZ,67A24  ,64161870,Mickael Slomka
2017,10,MLUEC,49M16,97096853,Shantanu Khare / Hippolyte Agkpo
2017,10,MLUDS,67FG1,64161888,Shantanu Khare / Hippolyte Agkpo
2017,10,MLUDR,67FG0,64161805,Shantanu Khare / Hippolyte Agkpo
2017,11,MLVBV,30S15,97097216,Pierre-Alexandre Des Mazis
2017,11,MLVBS,30S01,97097182,Pierre-Alexandre Des Mazis
2017,11,MLVBU,30S10,97097190,Pierre-Alexandre Des Mazis
2017,11,MLVBO,28AA3,40435H350,Andy Kirou / Charles Wright
2017,11,MLUEL,67FJ0,06746M131,Shantanu Khare / Hippolyte Agkpo
2017,11,MLUEN,67J22,40435H277,Shantanu Khare / Hippolyte Agkpo
2017,11,MLUEP,67H72,40435H376,Mickael Slomka
2017,11,MLOQZ,67J40,40435H111,Simon Torjmane / Wen Xuan Lim
2017,11,MLOQY,67J23,40435H244,Mickael Slomka
2017,11,MLORB,67J39,40435H129,Simon Torjmane / Wen Xuan Lim
2017,11,MLUES,08ZQ0,97097166,Pierre-Alexandre Des Mazis
2017,12,MLUFB,67J41,40435J208,Mickael Slomka
2017,12,MLUEX,68DQ0,06746N493,Shantanu Khare / Hippolyte Agkpo
2017,12,MLVCG,28AC8,94988U565,Andy Kirou / Charles Wright
2017,12,MLUEZ,67J42,06746N485,Shantanu Khare / Hippolyte Agkpo
2017,12,MLUFH,6.8E+74,64161722,Shantanu Khare / Hippolyte Agkpo
2018,1,MLUFL,68E88,06746Q108,David Lucerne
2018,1,MLUFP,67J64,40435J588,Mickael Slomka
2018,1,MLVCW,28AD2,06746P878,Andy Kirou / Charles Wright
2018,1,MLOSD,67J79,40435J513,Mickael Slomka
2018,1,MLUFN,67J69,06746P787,Shantanu Khare / Hippolyte Agkpo
2018,1,MLVDD,30S46,06746P597,Simon Torjmane / Wen Xuan Lim
2018,2,MLUGH,67J98,40435J257,Mickael Slomka
2018,2,MLVDT,28AE7,40435J380,Andy Kirou / Charles Wright
2018,2,MLUGQ,68FB4,40435J174,Shantanu Khare / Hippolyte Agkpo
2018,2,MLUGR,67KA1,40435J240,Shantanu Khare / Hippolyte Agkpo
2018,2,MLUGT,38X68  ,40435J315,Pierre-Alexandre Des Mazis
2018,2,MLOSE,67KA2,40435J182,Mickael Slomka
2018,2,MLVDW,38X72,40435J117,Pierre-Alexandre Des Mazis
2018,3,MLUHF,67KD7,64161532,Shantanu Khare / Tanner Di Lello
2018,3,MLUHE,67KC9,64161557,Shantanu Khare / Tanner Di Lello
2018,3,MLVEQ,28AJ5,94988U557,Andy Kirou / Charles Wright
2018,3,MLUHB,68FH9,64161524,Shantanu Khare / Tanner Di Lello
2018,3,MLUHA,67HM5,64161599,Shantanu Khare / Tanner Di Lello
2018,3,MLOSJ,67KD2,40435M771,Simon Torjmane / Wen Xuan Lim
2018,3,MLUHK,67KD9,40435M730,Mickael Slomka
2018,3,MLUHJ,67KC8,40435M821,Mickael Slomka
2018,3,MLVEW,38YB8,40435M755,Pierre-Alexandre Des Mazis
2018,4,MLUID,68FI3,064161458,Shantanu Khare / Hippolyte Agkpo
2018,4,MLUHT,49HX0,064161367,Liang Chen / Sun Oh Hahm
2018,4,MLUHQ,49IT9,064161417,Liang Chen / Sun Oh Hahm
2018,4,MLVFJ,28AY0,064161441,Andy Kirou / Charles Wright
2018,4,MLUII,67KE4,097097471,Mickael Slomka
2018,4,MLUIG,67KE1,064161482,Shantanu Khare / Hippolyte Agkpo
2018,4,MLUHR,49OU3,064161391,Shantanu Khare / Hippolyte Agkpo
2018,4,MLOSK,67KF5,40435M599,Shantanu Khare / Hippolyte Agkpo
2018,5,MLUHX,67DW1,06746R239,Shantanu Khare / Hippolyte Agkpo
2018,5,MLUHW,67CS0,06746R544,Shantanu Khare / Hippolyte Agkpo
2018,5,MLUIU,49CF1,06746R494,Shantanu Khare / Hippolyte Agkpo
2018,5,MLUIY,67GD6,22548Y694,Mickael Slomka
2018,5,MLVGJ,250Q3,867914848,Andy Kirou / Charles Wright
2018,5,MLOSL,67G16  ,40435M292,Mickael Slomka
2018,5,MLUIV,08ZQ1,06746R338,Youssef Boujemaoui / Thomas Eshaghi
2018,5,MLUIR,67G37,06746R262,Shantanu Khare / Hippolyte Agkpo
2018,5,MLUIQ,67GL1,06746R452,Shantanu Khare / Hippolyte Agkpo
2018,6,MLUJN,39G70,06746R171,Mickael Slomka
2018,6,MLUJK,67HN9,06746T888,Shantanu Khare / Hippolyte Agkpo
2018,6,MLUJJ,67HK7,40435M177,Shantanu Khare / Hippolyte Agkpo
2018,6,MLUJO,67HP4,06746T797,Mickael Slomka
2018,6,MLVHD,28AI0,97097638,Andy Kirou / Charles Wright
2018,6,MLUJM,67HL8,40435M169,Mickael Slomka
2018,6,MLUJG,68DP5,06746T714,Shantanu Khare / Hippolyte Agkpo
2018,6,MLUJS,67HS3,22548Y587,Philippe Trouve / Tyler Foote
2018,6,MLUJF,67FA0,40435M193,Shantanu Khare / Hippolyte Agkpo
2018,6,MLUJP,67FH6,94988U516,Philippe Trouve / Tyler Foote
2018,7,MLOSN,13FY1,40435X736,Simon Torjmane / Wen Xuan Lim
2018,7,MLUKB,67AP5,64161235,Mickael Slomka
2018,7,MLVIB,28AY5,97097679,Andy Kirou / Charles Wright
2018,7,MLUJT,49F39,64161243,Shantanu Khare / Hippolyte Agkpo
2018,7,MLVIC,67HY2,64161250,Youssef Boujemaoui / Thomas Eshaghi
2018,7,MLUJV,68DQ6,97097711,Shantanu Khare / Hippolyte Agkpo
2018,7,MLUJW,68DQ7,97097695,Shantanu Khare / Hippolyte Agkpo
2018,7,MLUJX,67G09,97097687,Shantanu Khare / Hippolyte Agkpo
2018,7,MLUJZ,67G22,64161219,Mickael Slomka
2018,7,MLUJY,67G63,64161185,Shantanu Khare / Hippolyte Agkpo
2018,7,MLMGA,67IB2,64161110,Shantanu Khare / Hippolyte Agkpo
2018,8,MLUKS,67IG0,06417P306,Shantanu Khare / Hippolyte Agkpo
2018,8,MLUKN,68DY4,06417P207,Shantanu Khare / Hippolyte Agkpo
2018,8,MLUKL,68DY6,06746U836,Shantanu Khare / Hippolyte Agkpo
2018,8,MLUKK,68DW2,06746T367,Shantanu Khare / Hippolyte Agkpo
2018,8,MLOSO,67IA9,22548Y538,Mickael Slomka
2018,8,MLOSQ,08TY8,40435X496,Simon Torjmane / Wen Xuan Lim
2018,8,MLOSP,08TZ6,40435X488,Simon Torjmane / Wen Xuan Lim
2018,8,MLUKQ,67IG1,22548Y520,Shantanu Khare / Hippolyte Agkpo
2018,8,MLUKP,67H69,22548Y546,Shantanu Khare / Hippolyte Agkpo
2018,8,MLKGP,39G89,97097778,Shantanu Khare / Hippolyte Agkpo
2018,8,MLUKV,67H53,40435X686,Mickael Slomka
2018,8, MLVIP,28AY7,97097745,Andy Kirou / Charles Wright
2018,8,MLUKW,39G85,22548Y553,Mickael Slomka
2018,8,MLUKR,67H85,64161136,Shantanu Khare / Hippolyte Agkpo
2018,8,MLVIQ,67IA3,867914830,Pierre-Alexandre Des Mazis
2018,8,MLUKT,67H66,40435X678,Mickael Slomka
